synapse_id,bucket,areal_dir,pathway_slug,contract_path
silver-norm-address-enrich-email-discovery,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-email-discovery.md
silver-norm-address-enrich-email-mx-check,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-email-mx-check.md
silver-norm-address-enrich-email-provider-detect,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-email-provider-detect.md
silver-norm-address-enrich-email-role-check,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-email-role-check.md
silver-norm-address-enrich-email-smtp-verify,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-email-smtp-verify.md
silver-norm-address-enrich-geo-geocode,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-geo-geocode.md
silver-norm-address-enrich-geo-siruta-lookup,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-geo-siruta-lookup.md
silver-norm-address-enrich-madr-cooperative,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-madr-cooperative.md
silver-norm-address-enrich-madr-producer-groups,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-madr-producer-groups.md
silver-norm-address-enrich-onrc-capital,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-onrc-capital.md
silver-norm-address-enrich-onrc-registration,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-onrc-registration.md
silver-norm-address-enrich-phone-carrier-detect,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-phone-carrier-detect.md
silver-norm-address-enrich-phone-hlr-lookup,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-phone-hlr-lookup.md
silver-norm-address-enrich-phone-type-detect,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-phone-type-detect.md
silver-norm-address-enrich-phone-whatsapp-check,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-phone-whatsapp-check.md
silver-norm-address-enrich-termene-anaf-debts,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-termene-anaf-debts.md
silver-norm-address-enrich-termene-balance-sheet,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-termene-balance-sheet.md
silver-norm-address-enrich-termene-company-base,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-termene-company-base.md
silver-norm-address-enrich-termene-court-cases,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-termene-court-cases.md
silver-norm-address-enrich-termene-financials,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-termene-financials.md
silver-norm-address-enrich-termene-insolvency,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-termene-insolvency.md
silver-norm-address-enrich-termene-risk-score,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-termene-risk-score.md
silver-norm-address-enrich-termene-shareholders,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-termene-shareholders.md
silver-norm-address-enrich-web-contact-extract,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-web-contact-extract.md
silver-norm-address-enrich-web-fetch,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-web-fetch.md
silver-norm-address-enrich-web-meta-extract,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-web-meta-extract.md
silver-norm-address-enrich-web-social-links,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-web-social-links.md
silver-norm-address-enrich-web-tech-detect,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-enrich-web-tech-detect.md
silver-norm-address-family,pathway,enrich-data,silver-norm-address,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-address/silver-norm-address-family.md
silver-norm-company-name-enrich-anaf-address,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-anaf-address.md
silver-norm-company-name-enrich-anaf-caen,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-anaf-caen.md
silver-norm-company-name-enrich-anaf-efactura,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-anaf-efactura.md
silver-norm-company-name-enrich-anaf-fiscal-status,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-anaf-fiscal-status.md
silver-norm-company-name-enrich-anaf-tva-status,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-anaf-tva-status.md
silver-norm-company-name-enrich-anif-ouai-lookup,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-anif-ouai-lookup.md
silver-norm-company-name-enrich-apia-farmer-lookup,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-apia-farmer-lookup.md
silver-norm-company-name-enrich-apia-subsidies,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-apia-subsidies.md
silver-norm-company-name-enrich-email-discovery,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-email-discovery.md
silver-norm-company-name-enrich-email-mx-check,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-email-mx-check.md
silver-norm-company-name-enrich-email-provider-detect,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-email-provider-detect.md
silver-norm-company-name-enrich-email-role-check,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-email-role-check.md
silver-norm-company-name-enrich-email-smtp-verify,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-email-smtp-verify.md
silver-norm-company-name-enrich-geo-geocode,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-geo-geocode.md
silver-norm-company-name-enrich-geo-siruta-lookup,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-geo-siruta-lookup.md
silver-norm-company-name-enrich-madr-cooperative,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-madr-cooperative.md
silver-norm-company-name-enrich-madr-producer-groups,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-madr-producer-groups.md
silver-norm-company-name-enrich-onrc-capital,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-onrc-capital.md
silver-norm-company-name-enrich-onrc-registration,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-onrc-registration.md
silver-norm-company-name-enrich-phone-carrier-detect,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-phone-carrier-detect.md
silver-norm-company-name-enrich-phone-hlr-lookup,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-phone-hlr-lookup.md
silver-norm-company-name-enrich-phone-type-detect,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-phone-type-detect.md
silver-norm-company-name-enrich-phone-whatsapp-check,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-phone-whatsapp-check.md
silver-norm-company-name-enrich-termene-anaf-debts,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-termene-anaf-debts.md
silver-norm-company-name-enrich-termene-balance-sheet,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-termene-balance-sheet.md
silver-norm-company-name-enrich-termene-company-base,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-termene-company-base.md
silver-norm-company-name-enrich-termene-court-cases,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-termene-court-cases.md
silver-norm-company-name-enrich-termene-financials,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-termene-financials.md
silver-norm-company-name-enrich-termene-insolvency,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-termene-insolvency.md
silver-norm-company-name-enrich-termene-risk-score,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-termene-risk-score.md
silver-norm-company-name-enrich-termene-shareholders,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-termene-shareholders.md
silver-norm-company-name-enrich-web-contact-extract,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-web-contact-extract.md
silver-norm-company-name-enrich-web-fetch,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-web-fetch.md
silver-norm-company-name-enrich-web-meta-extract,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-web-meta-extract.md
silver-norm-company-name-enrich-web-social-links,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-web-social-links.md
silver-norm-company-name-enrich-web-tech-detect,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-enrich-web-tech-detect.md
silver-norm-company-name-family,pathway,enrich-data,silver-norm-company-name,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-company-name/silver-norm-company-name-family.md
silver-norm-email-enrich-anaf-address,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-anaf-address.md
silver-norm-email-enrich-anaf-caen,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-anaf-caen.md
silver-norm-email-enrich-anaf-efactura,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-anaf-efactura.md
silver-norm-email-enrich-anaf-fiscal-status,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-anaf-fiscal-status.md
silver-norm-email-enrich-anaf-tva-status,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-anaf-tva-status.md
silver-norm-email-enrich-anif-ouai-lookup,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-anif-ouai-lookup.md
silver-norm-email-enrich-apia-farmer-lookup,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-apia-farmer-lookup.md
silver-norm-email-enrich-apia-subsidies,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-apia-subsidies.md
silver-norm-email-enrich-email-discovery,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-email-discovery.md
silver-norm-email-enrich-email-mx-check,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-email-mx-check.md
silver-norm-email-enrich-email-provider-detect,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-email-provider-detect.md
silver-norm-email-enrich-email-role-check,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-email-role-check.md
silver-norm-email-enrich-email-smtp-verify,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-email-smtp-verify.md
silver-norm-email-enrich-geo-geocode,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-geo-geocode.md
silver-norm-email-enrich-geo-siruta-lookup,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-geo-siruta-lookup.md
silver-norm-email-enrich-madr-cooperative,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-madr-cooperative.md
silver-norm-email-enrich-madr-producer-groups,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-madr-producer-groups.md
silver-norm-email-enrich-onrc-capital,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-onrc-capital.md
silver-norm-email-enrich-onrc-registration,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-onrc-registration.md
silver-norm-email-enrich-phone-carrier-detect,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-phone-carrier-detect.md
silver-norm-email-enrich-phone-hlr-lookup,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-phone-hlr-lookup.md
silver-norm-email-enrich-phone-type-detect,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-phone-type-detect.md
silver-norm-email-enrich-phone-whatsapp-check,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-phone-whatsapp-check.md
silver-norm-email-enrich-termene-anaf-debts,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-termene-anaf-debts.md
silver-norm-email-enrich-termene-balance-sheet,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-termene-balance-sheet.md
silver-norm-email-enrich-termene-company-base,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-termene-company-base.md
silver-norm-email-enrich-termene-court-cases,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-termene-court-cases.md
silver-norm-email-enrich-termene-financials,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-termene-financials.md
silver-norm-email-enrich-termene-insolvency,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-termene-insolvency.md
silver-norm-email-enrich-termene-risk-score,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-termene-risk-score.md
silver-norm-email-enrich-termene-shareholders,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-termene-shareholders.md
silver-norm-email-enrich-web-contact-extract,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-web-contact-extract.md
silver-norm-email-enrich-web-fetch,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-web-fetch.md
silver-norm-email-enrich-web-meta-extract,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-web-meta-extract.md
silver-norm-email-enrich-web-social-links,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-web-social-links.md
silver-norm-email-enrich-web-tech-detect,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-enrich-web-tech-detect.md
silver-norm-email-family,pathway,enrich-data,silver-norm-email,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-email/silver-norm-email-family.md
silver-norm-phone-e164-enrich-anaf-address,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-anaf-address.md
silver-norm-phone-e164-enrich-anaf-caen,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-anaf-caen.md
silver-norm-phone-e164-enrich-anaf-efactura,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-anaf-efactura.md
silver-norm-phone-e164-enrich-anaf-fiscal-status,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-anaf-fiscal-status.md
silver-norm-phone-e164-enrich-anaf-tva-status,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-anaf-tva-status.md
silver-norm-phone-e164-enrich-anif-ouai-lookup,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-anif-ouai-lookup.md
silver-norm-phone-e164-enrich-apia-farmer-lookup,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-apia-farmer-lookup.md
silver-norm-phone-e164-enrich-apia-subsidies,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-apia-subsidies.md
silver-norm-phone-e164-enrich-email-discovery,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-email-discovery.md
silver-norm-phone-e164-enrich-email-mx-check,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-email-mx-check.md
silver-norm-phone-e164-enrich-email-provider-detect,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-email-provider-detect.md
silver-norm-phone-e164-enrich-email-role-check,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-email-role-check.md
silver-norm-phone-e164-enrich-email-smtp-verify,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-email-smtp-verify.md
silver-norm-phone-e164-enrich-geo-geocode,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-geo-geocode.md
silver-norm-phone-e164-enrich-geo-siruta-lookup,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-geo-siruta-lookup.md
silver-norm-phone-e164-enrich-madr-cooperative,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-madr-cooperative.md
silver-norm-phone-e164-enrich-madr-producer-groups,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-madr-producer-groups.md
silver-norm-phone-e164-enrich-onrc-capital,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-onrc-capital.md
silver-norm-phone-e164-enrich-onrc-registration,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-onrc-registration.md
silver-norm-phone-e164-enrich-phone-carrier-detect,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-phone-carrier-detect.md
silver-norm-phone-e164-enrich-phone-hlr-lookup,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-phone-hlr-lookup.md
silver-norm-phone-e164-enrich-phone-type-detect,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-phone-type-detect.md
silver-norm-phone-e164-enrich-phone-whatsapp-check,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-phone-whatsapp-check.md
silver-norm-phone-e164-enrich-termene-anaf-debts,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-termene-anaf-debts.md
silver-norm-phone-e164-enrich-termene-balance-sheet,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-termene-balance-sheet.md
silver-norm-phone-e164-enrich-termene-company-base,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-termene-company-base.md
silver-norm-phone-e164-enrich-termene-court-cases,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-termene-court-cases.md
silver-norm-phone-e164-enrich-termene-financials,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-termene-financials.md
silver-norm-phone-e164-enrich-termene-insolvency,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-termene-insolvency.md
silver-norm-phone-e164-enrich-termene-risk-score,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-termene-risk-score.md
silver-norm-phone-e164-enrich-termene-shareholders,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-termene-shareholders.md
silver-norm-phone-e164-enrich-web-contact-extract,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-web-contact-extract.md
silver-norm-phone-e164-enrich-web-fetch,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-web-fetch.md
silver-norm-phone-e164-enrich-web-meta-extract,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-web-meta-extract.md
silver-norm-phone-e164-enrich-web-social-links,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-web-social-links.md
silver-norm-phone-e164-enrich-web-tech-detect,pathway,enrich-data,silver-norm-phone-e164,docs/CognitiveBrain/contracts/synapses/enrich-data/silver-norm-phone-e164/silver-norm-phone-e164-enrich-web-tech-detect.md
